Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-speed,aqi_value,aqi_category
2020-10-12,18.5,85.5,62.0,32.0,70.0,1014.0,21.5,1.0,70.0,Moderate
2020-10-13,19.0,78.0,58.0,29.0,74.0,1014.5,22.5,1.0,74.0,Moderate
2020-10-14,19.0,87.2,74.0,28.0,87.0,1016.0,20.7,0.9,87.0,Moderate
2020-10-15,18.0,83.7,77.0,37.0,86.0,1016.0,20.9,1.0,86.0,Moderate
2020-10-16,17.0,81.3,72.0,35.0,78.0,1015.0,21.2,0.8,78.0,Moderate
2020-10-17,16.0,77.0,58.0,39.0,72.0,1016.0,21.0,1.0,72.0,Moderate
2020-10-18,17.5,80.6,62.0,34.0,74.0,1016.0,20.7,0.9,74.0,Moderate
2020-10-19,17.5,83.5,65.0,31.0,87.0,1015.0,20.9,1.0,87.0,Moderate
2020-10-20,17.0,82.0,68.0,34.0,87.0,1015.0,20.3,1.0,87.0,Moderate
2020-10-21,16.0,81.9,70.0,34.0,104.0,1017.0,19.5,1.0,104.0,Unhealthy for Sensitive Groups
2020-10-22,16.5,86.7,64.0,23.0,95.0,1015.0,19.5,0.9,95.0,Moderate
2020-10-23,15.5,81.9,61.0,35.0,82.0,1014.0,18.9,0.9,82.0,Moderate
2020-10-24,14.0,87.0,33.0,10.0,82.0,1014.0,16.5,1.0,82.0,Moderate
2020-10-25,14.0,80.5,,,76.0,1017.5,18.0,1.5,76.0,Moderate
2020-10-26,15.5,79.5,43.0,28.0,68.0,1018.0,19.7,0.9,68.0,Moderate
2020-10-27,14.0,82.5,63.0,14.0,70.0,1017.5,17.8,1.0,70.0,Moderate
2020-10-28,13.0,75.2,37.0,15.0,68.0,1019.0,17.0,0.8,68.0,Moderate
2020-10-29,12.0,71.0,36.0,21.0,68.0,1021.0,17.5,0.8,68.0,Moderate
2020-10-30,12.0,68.1,30.0,16.0,75.0,1020.5,18.0,0.8,75.0,Moderate
2020-10-31,12.5,72.5,33.0,28.0,70.0,1021.0,18.4,0.7,70.0,Moderate
2020-11-01,13.0,76.0,39.0,27.0,65.0,1020.0,18.5,1.0,65.0,Moderate
2020-11-02,14.5,85.0,56.0,23.0,80.0,1020.0,18.9,1.0,80.0,Moderate
2020-11-03,14.0,84.5,51.0,21.0,76.0,1019.0,18.0,1.0,76.0,Moderate
2020-11-04,13.0,80.8,57.0,18.0,69.0,1018.0,17.0,1.0,69.0,Moderate
2020-11-05,12.0,78.7,68.0,25.0,153.0,1019.0,15.5,1.0,153.0,Unhealthy
2020-11-06,11.0,76.4,104.0,22.0,154.0,1022.0,14.7,1.0,154.0,Unhealthy
2020-11-07,11.0,76.7,101.0,32.0,153.0,1023.5,14.2,1.0,153.0,Unhealthy
2020-11-08,9.5,71.0,104.0,48.0,137.0,1024.0,14.0,0.9,137.0,Unhealthy for Sensitive Groups
2020-11-09,9.5,73.4,89.0,54.0,119.0,1023.0,14.5,0.8,119.0,Unhealthy for Sensitive Groups
2020-11-10,10.0,72.8,81.0,63.0,111.0,1022.5,14.9,0.8,111.0,Unhealthy for Sensitive Groups
2020-11-11,9.5,70.8,70.0,47.0,99.0,1024.0,14.8,0.9,99.0,Moderate
2020-11-12,9.5,67.3,61.0,63.0,95.0,1024.0,15.4,1.0,95.0,Moderate
2020-11-13,9.0,74.0,74.0,64.0,97.0,1022.0,14.4,0.8,97.0,Moderate
2020-11-14,10.5,78.8,77.0,57.0,97.0,1021.0,14.0,0.8,97.0,Moderate
2020-11-15,9.5,73.7,75.0,50.0,102.0,1022.0,14.5,0.7,102.0,Unhealthy for Sensitive Groups
2020-11-16,10.5,82.1,143.0,65.0,152.0,1021.0,12.4,0.6,152.0,Unhealthy
2020-11-17,6.5,71.0,81.0,50.0,109.0,1017.0,12.3,0.8,109.0,Unhealthy for Sensitive Groups
2020-11-18,7.0,73.1,81.0,54.0,82.0,1018.0,12.2,0.7,82.0,Moderate
2020-11-19,7.0,74.5,86.0,60.0,89.0,1018.0,11.5,0.8,89.0,Moderate
2020-11-20,7.5,81.7,111.0,61.0,102.0,1018.0,12.0,0.8,102.0,Unhealthy for Sensitive Groups
2020-11-21,9.0,82.0,126.0,62.0,117.0,1017.5,12.5,0.8,117.0,Unhealthy for Sensitive Groups
2020-11-22,8.0,82.6,127.0,62.0,132.0,1018.5,11.2,0.8,132.0,Unhealthy for Sensitive Groups
2020-11-23,8.0,87.0,131.0,68.0,134.0,1021.0,10.9,0.7,134.0,Unhealthy for Sensitive Groups
2020-11-24,8.0,81.9,132.0,90.0,152.0,1021.5,10.8,0.8,152.0,Unhealthy
2020-11-25,7.0,79.3,142.0,80.0,153.0,1021.5,12.0,0.8,153.0,Unhealthy
2020-11-26,8.0,78.5,151.0,84.0,156.0,1022.5,12.0,0.7,156.0,Unhealthy
2020-11-27,7.5,82.1,155.0,99.0,163.0,1024.0,10.7,0.6,163.0,Unhealthy
2020-11-28,6.0,69.9,154.0,86.0,164.0,1023.5,11.0,0.7,164.0,Unhealthy
2020-11-29,5.0,73.4,137.0,90.0,157.0,1022.0,11.6,0.8,157.0,Unhealthy
2020-11-30,7.0,76.9,132.0,84.0,157.0,1022.0,11.9,0.8,157.0,Unhealthy
2020-12-01,8.0,77.2,120.0,73.0,151.0,1022.0,12.0,0.9,151.0,Unhealthy
2020-12-02,8.0,75.3,107.0,70.0,117.0,1019.0,12.8,0.9,117.0,Unhealthy for Sensitive Groups
2020-12-03,8.0,76.2,99.0,75.0,109.0,1019.0,12.8,0.9,109.0,Unhealthy for Sensitive Groups
2020-12-04,9.0,83.7,120.0,67.0,122.0,1018.0,12.8,0.8,122.0,Unhealthy for Sensitive Groups
2020-12-05,9.0,87.0,132.0,66.0,137.0,1018.5,11.6,1.0,137.0,Unhealthy for Sensitive Groups
2020-12-06,9.0,87.0,151.0,65.0,140.0,1020.0,11.9,0.7,140.0,Unhealthy for Sensitive Groups
2020-12-07,9.5,85.5,154.0,74.0,154.0,1021.0,12.5,0.9,154.0,Unhealthy
2020-12-08,10.0,85.1,161.0,79.0,162.0,1021.0,13.0,0.9,162.0,Unhealthy
2020-12-09,10.0,87.8,163.0,84.0,167.0,1019.0,12.5,0.7,167.0,Unhealthy
2020-12-10,10.0,87.0,161.0,84.0,163.0,1018.0,12.5,0.8,163.0,Unhealthy
2020-12-11,9.5,86.4,154.0,79.0,159.0,1018.5,13.0,1.0,159.0,Unhealthy
2020-12-12,6.5,76.0,153.0,83.0,157.0,1018.0,12.4,0.8,157.0,Unhealthy
2020-12-13,5.5,76.0,145.0,85.0,155.0,1016.0,10.1,1.0,155.0,Unhealthy
2020-12-14,4.0,72.8,134.0,77.0,153.0,1018.0,9.0,0.9,153.0,Unhealthy
2020-12-15,3.0,70.0,145.0,87.0,153.0,1020.0,8.5,0.9,153.0,Unhealthy
2020-12-16,2.5,67.5,153.0,96.0,159.0,1020.5,7.8,1.0,159.0,Unhealthy
2020-12-17,2.5,73.8,149.0,80.0,158.0,1017.5,7.9,0.9,158.0,Unhealthy
2020-12-18,3.0,78.1,154.0,86.0,158.0,1017.5,7.1,1.0,158.0,Unhealthy
2020-12-19,4.5,84.0,158.0,88.0,162.0,1019.5,8.8,1.0,162.0,Unhealthy
2020-12-20,5.5,86.0,163.0,84.0,165.0,1021.0,8.1,1.0,165.0,Unhealthy
2020-12-21,5.0,73.5,,,169.0,1020.0,10.0,1.2,169.0,Unhealthy
2020-12-22,4.5,73.5,,,164.0,1019.0,9.5,1.5,164.0,Unhealthy
2020-12-23,4.0,78.5,,,167.0,1018.0,8.5,1.2,167.0,Unhealthy
2020-12-24,5.0,84.0,152.0,93.0,166.0,1018.0,8.0,1.2,166.0,Unhealthy
2020-12-25,2.0,59.7,123.0,108.0,164.0,1018.0,11.5,1.2,164.0,Unhealthy
2020-12-26,2.5,77.5,155.0,86.0,166.0,1018.0,9.0,1.2,166.0,Unhealthy
2020-12-27,4.5,81.0,,,165.0,1017.0,7.5,1.5,165.0,Unhealthy
2020-12-28,4.0,75.0,,,161.0,1017.0,7.0,1.5,161.0,Unhealthy
2020-12-29,3.0,75.5,,,163.0,1018.0,8.0,1.5,163.0,Unhealthy
2020-12-30,3.0,74.6,156.0,87.0,162.0,1019.5,8.5,1.0,162.0,Unhealthy
2020-12-31,3.0,72.5,,,176.0,1019.5,7.0,1.5,176.0,Unhealthy
2021-01-01,3.0,68.5,164.0,104.0,178.0,1020.0,10.5,1.0,178.0,Unhealthy
2021-01-02,2.5,81.0,160.0,77.0,173.0,1020.0,5.7,1.0,173.0,Unhealthy
2021-01-03,3.0,62.0,,,177.0,1019.0,12.0,1.0,177.0,Unhealthy
